Title,Description,Type,description_word_count,title_word_count,description_tf_idf,title_tf_idf
Introduction to Change and Complexity - Video 2 of 3,"Our organizations are structured to deal with linear, predictable problems, but we are being asked to operate in times that are increasingly complex and unpredictable. We can no longer manage change tightly, but only find ways to adapt in a rapidly changing landscape. In this short presentation, you will be introduced to some concepts, practices and tools to help you increase your Adaptive Capacity.� You will explore challenges in the rapidly-evolving context of our organisations and consider some ideas that will help you identify real solutions in a complex environment.",Video,"{""environment"":1,""real"":1,""solutions"":1,""identify"":1,""consider"":1,""of"":1,""evolving"":1,""challenges"":1,""explore"":1,""�"":1,""your"":1,""increase"":1,""and"":3,""increasingly"":1,""being"":1,""operate"":1,""asked"":1,""the"":1,""deal"":1,""ways"":1,""complex"":2,""will"":3,""organizations"":1,""are"":3,""practices"":1,""our"":2,""to"":5,""capacity"":1,""presentation"":1,""with"":1,""only"":1,""this"":1,""adaptive"":1,""predictable"":1,""in"":5,""tools"":1,""problems"":1,""that"":2,""changing"":1,""tightly"":1,""organisations"":1,""no"":1,""some"":2,""longer"":1,""but"":2,""can"":1,""change"":1,""manage"":1,""find"":1,""adapt"":1,""context"":1,""concepts"":1,""unpredictable"":1,""we"":2,""a"":2,""ideas"":1,""linear"":1,""rapidly"":2,""introduced"":1,""help"":2,""structured"":1,""landscape"":1,""short"":1,""be"":1,""times"":1,""you"":4}","{""3"":1,""of"":1,""video"":1,""complexity"":1,""2"":1,""change"":1,""to"":1,""and"":1,""introduction"":1}","{""environment."":3.90767,""real"":4.55825,""solutions"":5.09725,""identify"":3.45964,""consider"":4.74057,""of"":0.798993,""context"":3.82428,""rapidly-evolving"":5.94455,""explore"":3.64196,""challenges"":3.78506,""capacity.�"":5.94455,""increase"":4.20995,""increasingly"":4.27057,""help"":5.29742,""structured"":5.65687,""being"":3.95212,""and"":1.94871,""unpredictable."":5.94455,""operate"":5.43372,""asked"":5.2514,""the"":0.68879,""deal"":4.33511,""ways"":3.43224,""tools"":3.28196,""landscape."":5.94455,""organizations"":3.82428,""are"":5.51746,""problems,"":5.65687,""practices"":3.17196,""our"":7.15485,""to"":3.45265,""complex"":8.30558,""will"":4.44743,""linear,"":5.94455,""with"":1.38717,""your"":2.03921,""tightly,"":5.94455,""only"":4.15279,""this"":0.850797,""adaptive"":5.94455,""in"":4.40976,""predictable"":5.94455,""organisations"":5.94455,""concepts,"":5.65687,""no"":4.84594,""some"":6.26227,""longer"":5.43372,""but"":6.34392,""can"":2.12318,""change"":3.21452,""manage"":3.25897,""find"":4.15279,""adapt"":4.64526,""we"":7.73021,""a"":2.16431,""ideas"":4.33511,""rapidly"":5.94455,""that"":3.43057,""changing"":4.47821,""short"":3.78506,""be"":2.11591,""introduced"":4.47821,""presentation,"":5.43372,""times"":5.43372,""you"":7.58266}","{""3"":4.84594,""of"":2.02588,""video"":4.27057,""-"":2.19113,""complexity"":5.94455,""2"":4.74057,""change"":3.5168,""to"":1.99973,""and"":1.61381,""introduction"":3.74732}"
Introduction to Change and Complexity - Video 3 of 3,"Our organizations are structured to deal with linear, predictable problems, but we are being asked to operate in times that are increasingly complex and unpredictable. We can no longer manage change tightly, but only find ways to adapt in a rapidly changing landscape. In this short presentation, you will be introduced to some concepts, practices and tools to help you increase your Adaptive Capacity.� You will explore challenges in the rapidly-evolving context of our organisations and consider some ideas that will help you identify real solutions in a complex environment.",Video,"{""environment"":1,""real"":1,""solutions"":1,""identify"":1,""consider"":1,""of"":1,""evolving"":1,""challenges"":1,""explore"":1,""�"":1,""your"":1,""increase"":1,""and"":3,""increasingly"":1,""being"":1,""operate"":1,""asked"":1,""the"":1,""deal"":1,""ways"":1,""complex"":2,""will"":3,""organizations"":1,""are"":3,""practices"":1,""our"":2,""to"":5,""capacity"":1,""presentation"":1,""with"":1,""only"":1,""this"":1,""adaptive"":1,""predictable"":1,""in"":5,""tools"":1,""problems"":1,""that"":2,""changing"":1,""tightly"":1,""organisations"":1,""no"":1,""some"":2,""longer"":1,""but"":2,""can"":1,""change"":1,""manage"":1,""find"":1,""adapt"":1,""context"":1,""concepts"":1,""unpredictable"":1,""we"":2,""a"":2,""ideas"":1,""linear"":1,""rapidly"":2,""introduced"":1,""help"":2,""structured"":1,""landscape"":1,""short"":1,""be"":1,""times"":1,""you"":4}","{""of"":1,""3"":2,""video"":1,""complexity"":1,""change"":1,""to"":1,""and"":1,""introduction"":1}","{""environment."":3.90767,""real"":4.55825,""solutions"":5.09725,""identify"":3.45964,""consider"":4.74057,""of"":0.798993,""context"":3.82428,""rapidly-evolving"":5.94455,""explore"":3.64196,""challenges"":3.78506,""capacity.�"":5.94455,""increase"":4.20995,""increasingly"":4.27057,""help"":5.29742,""structured"":5.65687,""being"":3.95212,""and"":1.94871,""unpredictable."":5.94455,""operate"":5.43372,""asked"":5.2514,""the"":0.68879,""deal"":4.33511,""ways"":3.43224,""tools"":3.28196,""landscape."":5.94455,""organizations"":3.82428,""are"":5.51746,""problems,"":5.65687,""practices"":3.17196,""our"":7.15485,""to"":3.45265,""complex"":8.30558,""will"":4.44743,""linear,"":5.94455,""with"":1.38717,""your"":2.03921,""tightly,"":5.94455,""only"":4.15279,""this"":0.850797,""adaptive"":5.94455,""in"":4.40976,""predictable"":5.94455,""organisations"":5.94455,""concepts,"":5.65687,""no"":4.84594,""some"":6.26227,""longer"":5.43372,""but"":6.34392,""can"":2.12318,""change"":3.21452,""manage"":3.25897,""find"":4.15279,""adapt"":4.64526,""we"":7.73021,""a"":2.16431,""ideas"":4.33511,""rapidly"":5.94455,""that"":3.43057,""changing"":4.47821,""short"":3.78506,""be"":2.11591,""introduced"":4.47821,""presentation,"":5.43372,""times"":5.43372,""you"":7.58266}","{""of"":2.02588,""3"":9.69187,""video"":4.27057,""-"":2.19113,""complexity"":5.94455,""change"":3.5168,""to"":1.99973,""and"":1.61381,""introduction"":3.74732}"
Introduction to psychological health and safety in the workplace,A very short introductory video on psychological occupational health and safety that highlights the fact that personal mental health is as important as occupational health and safety. It explains that the next 13 videos will cover 13 psychological factors present in the workplace.,Video,"{""workplace"":1,""present"":1,""cover"":1,""videos"":1,""in"":1,""13"":2,""next"":1,""and"":2,""very"":1,""as"":2,""occupational"":2,""is"":1,""a"":1,""personal"":1,""introductory"":1,""factors"":1,""will"":1,""video"":1,""fact"":1,""short"":1,""psychological"":2,""safety"":2,""that"":3,""mental"":1,""explains"":1,""on"":1,""highlights"":1,""the"":3,""health"":3,""important"":1,""it"":1}","{""workplace"":1,""in"":1,""health"":1,""the"":1,""safety"":1,""psychological"":1,""to"":1,""and"":1,""introduction"":1}","{""present"":4.74057,""cover"":6.35001,""videos"":6.35001,""in"":0.881953,""13"":14.0863,""next"":5.94455,""workplace."":3.60917,""explains"":3.90767,""and"":1.29914,""very"":5.43372,""as"":3.99947,""occupational"":12.7,""is"":1.47101,""a"":1.08215,""personal"":3.60917,""introductory"":4.47821,""short"":3.78506,""psychological"":8.19744,""safety"":4.47821,""that"":5.14585,""mental"":4.33511,""on"":1.6913,""highlights"":4.27057,""the"":2.06637,""health"":11.4729,""important"":3.19301,""factors"":4.27057,""will"":1.48248,""video"":3.35428,""fact"":5.65687,""safety."":5.43372,""it"":1.85577}","{""workplace"":3.54665,""in"":2.23914,""health"":4.15279,""the"":1.75489,""safety"":5.09725,""psychological"":5.2514,""to"":1.99973,""and"":1.61381,""introduction"":3.74732}"
Involvement and Influence,A short video explaining the psychological hazard Involvement and Influence. It describes the importance of employees participating in decisions that have an impact on their work and having the ability to influence the process. It includes an example of a manager who could do things differently.,Video,"{""differently"":1,""things"":1,""could"":1,""who"":1,""to"":1,""process"":1,""on"":1,""involvement"":1,""manager"":1,""a"":2,""example"":1,""describes"":1,""do"":1,""and"":2,""includes"":1,""hazard"":1,""ability"":1,""short"":1,""psychological"":1,""the"":4,""of"":2,""influence"":2,""participating"":1,""having"":1,""in"":1,""it"":2,""decisions"":1,""their"":1,""employees"":1,""importance"":1,""that"":1,""explaining"":1,""have"":1,""work"":1,""video"":1,""an"":2,""impact"":1}","{""influence"":1,""and"":1,""involvement"":1}","{""differently."":7.04316,""things"":4.20995,""could"":5.09725,""who"":3.19301,""process."":3.86511,""to"":0.690531,""on"":1.6913,""do"":3.57742,""and"":1.29914,""involvement"":7.04316,""manager"":4.27057,""a"":2.16431,""example"":4.96372,""influence."":5.94455,""describes"":3.57742,""includes"":4.15279,""hazard"":4.33511,""ability"":3.99864,""short"":3.78506,""psychological"":4.09872,""the"":2.75516,""of"":1.59799,""influence"":4.20995,""participating"":5.94455,""having"":4.74057,""in"":0.881953,""it"":3.71155,""decisions"":3.95212,""their"":1.93117,""importance"":3.13114,""employees"":2.96562,""that"":1.71528,""explaining"":4.33511,""have"":2.51056,""work"":2.55452,""video"":3.35428,""an"":3.37315,""impact"":3.45964}","{""influence"":5.65687,""and"":1.61381,""involvement"":7.04316}"
Keynotes with Elspeth Kirkman,"Through many examples that have been applied in real situations and have proven to be effective, you will learn how to make policies that are easy, attractive, social and timely. The speaker, Elspeth Kirkman, leads the Behavioural Insight Team�s North American office, based in Brooklyn, New York.\n\nHer team works on an ongoing program of work that helps cities across the US to build behavioural science and evaluation into their day-to-day practices.",Video,"{""day"":2,""their"":1,""evaluation"":1,""science"":1,""build"":1,""us"":1,""work"":1,""ongoing"":1,""helps"":1,""policies"":1,""real"":1,""through"":1,""practices"":1,""new"":1,""how"":1,""elspeth"":1,""be"":1,""brooklyn"":1,""to"":4,""team"":1,""many"":1,""learn"":1,""cities"":1,""easy"":1,""will"":1,""an"":1,""into"":1,""that"":3,""been"":1,""examples"":1,""team�s"":1,""applied"":1,""her"":1,""works"":1,""effective"":1,""are"":1,""speaker"":1,""north"":1,""situations"":1,""attractive"":1,""proven"":1,""kirkman"":1,""of"":1,""social"":1,""timely"":1,""the"":3,""in"":2,""leads"":1,""program"":1,""based"":1,""across"":1,""and"":3,""behavioural"":2,""have"":2,""insight"":1,""american"":1,""you"":1,""office"":1,""york"":1,""make"":1,""on"":1}","{""kirkman"":1,""with"":1,""elspeth"":1,""keynotes"":1}","{""practices."":5.65687,""their"":1.93117,""science"":5.2514,""build"":3.67586,""us"":4.27057,""cities"":7.04316,""work"":2.55452,""ongoing"":4.96372,""helps"":3.86511,""policies"":3.86511,""proven"":6.35001,""are"":1.83915,""speaker,"":7.04316,""real"":4.55825,""through"":2.88428,""new"":2.96562,""how"":1.41195,""elspeth"":7.04316,""be"":2.11591,""to"":2.07159,""team"":3.64196,""you"":1.89567,""many"":3.86511,""york."":7.04316,""learn"":1.93721,""will"":1.48248,""effective,"":5.94455,""an"":1.68657,""into"":3.40557,""that"":5.14585,""been"":4.04743,""attractive,"":7.04316,""examples"":4.27057,""day-to-day"":4.84594,""team�s"":6.35001,""applied"":5.94455,""her"":4.84594,""works"":4.96372,""north"":6.35001,""situations"":4.47821,""easy,"":7.04316,""of"":0.798993,""social"":4.84594,""the"":2.06637,""kirkman,"":7.04316,""in"":1.76391,""leads"":5.43372,""program"":3.64196,""based"":3.95212,""across"":3.57742,""and"":1.94871,""behavioural"":11.8891,""have"":5.02112,""insight"":4.96372,""american"":6.35001,""evaluation"":4.33511,""office,"":7.04316,""brooklyn,"":7.04316,""make"":3.21452,""timely."":7.04316,""on"":1.6913}","{""kirkman"":7.04316,""with"":3.2365,""elspeth"":7.04316,""keynotes"":6.35001}"
Leaders Panel,"Reconciliation is both a process and a journey. As Canadian public servants, it is incumbent upon us to explore pathways towards positive change through reconciliation.",Video,"{""positive"":1,""towards"":1,""through"":1,""to"":1,""us"":1,""explore"":1,""upon"":1,""incumbent"":1,""pathways"":1,""it"":1,""reconciliation"":2,""process"":1,""is"":2,""servants"":1,""a"":2,""public"":1,""both"":1,""journey"":1,""change"":1,""and"":1,""as"":1,""canadian"":1}","{""panel"":1,""leaders"":1}","{""reconciliation."":6.35001,""as"":1.99973,""and"":0.649569,""canadian"":3.95212,""change"":3.21452,""is"":2.94201,""both"":3.64196,""public"":2.06643,""journey."":7.04316,""a"":2.16431,""process"":2.98272,""reconciliation"":5.09725,""servants,"":5.09725,""through"":2.88428,""it"":1.85577,""pathways"":7.04316,""to"":0.690531,""incumbent"":7.04316,""upon"":4.33511,""explore"":3.64196,""us"":4.27057,""towards"":4.74057,""positive"":4.04743}","{""panel"":7.04316,""leaders"":5.94455}"
Leadership Learning: the right training for the right talent,Check out our video overview of the learning opportunities available to help you manage talent and build leadership capacity within your organizations.,Video,"{""within"":1,""leadership"":1,""and"":1,""capacity"":1,""talent"":1,""you"":1,""help"":1,""to"":1,""organizations"":1,""your"":1,""check"":1,""of"":1,""out"":1,""manage"":1,""our"":1,""video"":1,""the"":1,""build"":1,""learning"":1,""opportunities"":1,""overview"":1,""available"":1}","{""talent"":1,""for"":1,""training"":1,""the"":2,""right"":2,""learning"":1,""leadership"":1}","{""organizations."":4.96372,""within"":3.07287,""leadership"":3.60917,""and"":0.649569,""capacity"":4.84594,""talent"":5.43372,""you"":1.89567,""help"":2.64871,""to"":0.690531,""your"":2.03921,""check"":5.65687,""of"":0.798993,""out"":3.82428,""manage"":3.25897,""our"":3.57742,""video"":3.35428,""the"":0.68879,""build"":3.67586,""learning"":3.28196,""opportunities"":4.47821,""overview"":3.45964,""available"":4.55825}","{""talent"":5.65687,""for"":2.28957,""training"":4.09872,""right"":11.3137,""the"":3.50979,""learning:"":7.04316,""leadership"":3.57742}"
Library and Archives Canada in the Digital Age,"Presentation by Dr. Guy Berthiaume (This link will open in a new window.), Librarian and Archivist of Canada\n\nDelivered at the Canada School of Public Service, Ottawa, Ontario\n\nMay 30, 2016\n\nThe mandate of Library and Archives Canada (LAC) is to preserve the documentary heritage of Canada for the benefit of present and future generations and to serve as the continuing memory of the Government of Canada and its institutions. In support of the Open Government initiative, Mr. Berthiaume discusses LAC�s three-year plan for facilitating the democratic sharing of knowledge and information in this digital age. Watch this presentation to learn more about LAC�s commitments and to find out how LAC�s programs and services meet the needs of its clients, stakeholders, and partners.",Video,"{""partners"":1,""clients"":1,""needs"":1,""meet"":1,""how"":1,""find"":1,""commitments"":1,""about"":1,""learn"":1,""watch"":1,""digital"":1,""knowledge"":1,""sharing"":1,""democratic"":1,""year"":1,""lac�s"":3,""mr"":1,""support"":1,""institutions"":1,""its"":2,""government"":2,""memory"":1,""school"":1,""information"":1,""public"":1,""of"":10,""the"":9,""link"":1,""open"":2,""generations"":1,""archivist"":1,""window"":1,""new"":1,""preserve"":1,""continuing"":1,""discusses"":1,""delivered"":1,""facilitating"":1,""a"":1,""services"":1,""initiative"":1,""2016"":1,""presentation"":2,""as"":1,""to"":4,""ottawa"":1,""service"":1,""library"":1,""dr"":1,""guy"":1,""and"":9,""canada"":5,""ontario"":1,""heritage"":1,""librarian"":1,""berthiaume"":2,""by"":1,""age"":1,""archives"":1,""in"":3,""may"":1,""this"":3,""30"":1,""out"":1,""lac"":1,""more"":1,""plan"":1,""benefit"":1,""mandate"":1,""is"":1,""documentary"":1,""for"":2,""programs"":1,""present"":1,""three"":1,""at"":1,""future"":1,""stakeholders"":1,""will"":1,""serve"":1}","{""age"":1,""digital"":1,""the"":1,""in"":1,""canada"":1,""archives"":1,""and"":1,""library"":1}","{""partners."":7.04316,""clients,"":6.35001,""needs"":3.86511,""meet"":4.09872,""how"":1.41195,""find"":4.15279,""commitments"":5.94455,""learn"":1.93721,""watch"":5.94455,""digital"":4.84594,""this"":1.70159,""stakeholders,"":5.94455,""knowledge"":3.2365,""sharing"":4.96372,""democratic"":7.04316,""three-year"":7.04316,""lac�s"":21.1295,""about"":2.43799,""mr."":5.65687,""initiative,"":5.94455,""support"":2.83847,""institutions."":6.35001,""its"":6.30268,""government"":4.70362,""memory"":7.04316,""of"":7.98993,""school"":4.4041,""information"":2.90003,""public"":2.06643,""window.),"":6.35001,""ottawa,"":7.04316,""new"":2.96562,""preserve"":5.94455,""continuing"":7.04316,""discusses"":4.15279,""delivered"":5.2514,""facilitating"":5.65687,""a"":1.08215,""services"":3.67586,""2016"":5.94455,""presentation"":10.8674,""the"":6.19911,""link"":5.65687,""open"":8.41989,""to"":2.76212,""as"":1.99973,""dr."":5.65687,""archivist"":7.04316,""guy"":5.43372,""and"":5.84612,""canada"":14.2675,""ontario"":7.04316,""heritage"":7.04316,""librarian"":7.04316,""berthiaume"":14.0863,""by"":2.29823,""(this"":5.65687,""age."":7.04316,""may"":3.64196,""generations"":7.04316,""service,"":5.43372,""30,"":7.04316,""library"":6.35001,""in"":2.64586,""archives"":7.04316,""out"":3.82428,""(lac)"":7.04316,""more"":2.91603,""plan"":3.45964,""benefit"":4.96372,""mandate"":5.94455,""is"":1.47101,""documentary"":7.04316,""for"":2.60031,""programs"":4.20995,""present"":4.74057,""at"":2.54335,""future"":5.09725,""will"":1.48248,""serve"":5.65687}","{""age"":7.04316,""digital"":4.96372,""the"":1.75489,""in"":2.23914,""canada"":3.17196,""archives"":7.04316,""and"":1.61381,""library"":7.04316}"
Love of Learning,"Public servants explain why continuous learning is important. \n#Learningforever",Video,"{""learningforever"":1,""learning"":1,""important"":1,""continuous"":1,""why"":1,""explain"":1,""servants"":1,""is"":1,""public"":1}","{""learning"":1,""of"":1,""love"":1}","{""#learningforever"":7.04316,""learning"":3.28196,""continuous"":6.35001,""important."":5.2514,""why"":3.99864,""explain"":5.65687,""servants"":3.57742,""is"":1.47101,""public"":2.06643}","{""learning"":4.47821,""of"":2.02588,""love"":7.04316}"
Making an Active Offer to Canadians,Correctional Service Canada is sharing a video on the active offer. It is more precisely linked to Part IV of the Official Languages Act � Communications with and services to the public. See how the active offer is part of the daily activities of Correctional Service Canada. This video is entitled�Making an active offer to Canadians.,Video,"{""canadians"":1,""public"":1,""and"":1,""how"":1,""active"":3,""on"":1,""is"":4,""see"":1,""a"":1,""sharing"":1,""�"":1,""canada"":2,""services"":1,""the"":5,""more"":1,""an"":1,""video"":2,""correctional"":2,""entitled�making"":1,""official"":1,""offer"":3,""this"":1,""daily"":1,""with"":1,""it"":1,""precisely"":1,""linked"":1,""activities"":1,""service"":2,""act"":1,""communications"":1,""to"":3,""part"":2,""languages"":1,""iv"":1,""of"":3}","{""canadians"":1,""to"":1,""active"":1,""offer"":1,""an"":1,""making"":1}","{""canada."":3.74732,""canadians."":4.74057,""public."":7.04316,""and"":0.649569,""how"":1.41195,""active"":15.2917,""on"":1.6913,""is"":5.88402,""see"":5.2514,""a"":1.08215,""sharing"":4.96372,""�"":3.86511,""canada"":2.85351,""services"":3.67586,""the"":3.44395,""more"":2.91603,""an"":1.68657,""video"":6.70856,""correctional"":14.0863,""entitled�making"":7.04316,""offer"":11.3137,""official"":4.15279,""offer."":7.04316,""this"":0.850797,""daily"":5.43372,""with"":1.38717,""it"":1.85577,""precisely"":5.94455,""linked"":7.04316,""activities"":3.74732,""service"":5.20102,""act"":4.04743,""communications"":4.4041,""to"":2.07159,""part"":8.19744,""languages"":4.96372,""iv"":5.43372,""of"":2.39698}","{""canadians"":5.2514,""to"":1.99973,""active"":6.35001,""offer"":6.35001,""an"":3.74732,""making"":5.43372}"
